    5 /GCRC9=1.419E-06 /SPEC=B  /DATE=16/02/04 /CODE=interpl
--------------------------------------------------------------------------------
   25   25 /TREF=2.000E+03
--------------------------------------------------------------------------------
 1.000E+04 1.300E+04 1.500E+04 1.800E+04 2.000E+04 2.300E+04 2.500E+04 2.800E+04
 3.000E+04 3.300E+04 3.500E+04 3.800E+04 4.000E+04 4.300E+04 4.500E+04 4.800E+04
 5.000E+04 5.300E+04 5.500E+04 5.800E+04 6.000E+04 6.300E+04 6.500E+04 6.800E+04
 7.000E+04
 1.000E+12 2.000E+12 3.000E+12 5.000E+12 6.000E+12 7.000E+12 8.000E+12 9.000E+12
 1.000E+13 2.000E+13 3.000E+13 5.000E+13 6.000E+13 7.000E+13 8.000E+13 9.000E+13
 1.000E+14 2.000E+14 3.000E+14 5.000E+14 6.000E+14 7.000E+14 8.000E+14 9.000E+14
 1.000E+15
--------------------------------------------------------------------------------
 1.106E-06 1.161E-06 1.148E-06 1.083E-06 1.033E-06 9.692E-07 9.369E-07 9.021E-07
 8.868E-07 8.717E-07 8.654E-07 8.598E-07 8.580E-07 8.579E-07 8.590E-07 8.629E-07
 8.665E-07 8.735E-07 8.789E-07 8.877E-07 8.940E-07 9.037E-07 9.103E-07 9.203E-07
 9.270E-07
 1.178E-06 1.255E-06 1.248E-06 1.191E-06 1.146E-06 1.088E-06 1.060E-06 1.032E-06
 1.022E-06 1.013E-06 1.012E-06 1.013E-06 1.017E-06 1.023E-06 1.030E-06 1.041E-06
 1.050E-06 1.064E-06 1.075E-06 1.092E-06 1.102E-06 1.120E-06 1.131E-06 1.148E-06
 1.159E-06
 1.228E-06 1.313E-06 1.309E-06 1.255E-06 1.213E-06 1.160E-06 1.134E-06 1.111E-06
 1.102E-06 1.098E-06 1.100E-06 1.105E-06 1.111E-06 1.122E-06 1.131E-06 1.146E-06
 1.157E-06 1.176E-06 1.190E-06 1.210E-06 1.224E-06 1.245E-06 1.259E-06 1.281E-06
 1.295E-06
 1.291E-06 1.381E-06 1.380E-06 1.332E-06 1.293E-06 1.245E-06 1.222E-06 1.203E-06
 1.198E-06 1.198E-06 1.202E-06 1.212E-06 1.220E-06 1.236E-06 1.248E-06 1.267E-06
 1.282E-06 1.305E-06 1.321E-06 1.346E-06 1.362E-06 1.388E-06 1.405E-06 1.429E-06
 1.446E-06
 1.313E-06 1.403E-06 1.403E-06 1.356E-06 1.318E-06 1.271E-06 1.250E-06 1.232E-06
 1.228E-06 1.229E-06 1.234E-06 1.246E-06 1.255E-06 1.272E-06 1.285E-06 1.306E-06
 1.321E-06 1.346E-06 1.363E-06 1.389E-06 1.406E-06 1.433E-06 1.450E-06 1.476E-06
 1.493E-06
 1.331E-06 1.420E-06 1.421E-06 1.375E-06 1.338E-06 1.291E-06 1.271E-06 1.255E-06
 1.251E-06 1.254E-06 1.260E-06 1.272E-06 1.282E-06 1.300E-06 1.314E-06 1.336E-06
 1.352E-06 1.377E-06 1.395E-06 1.421E-06 1.440E-06 1.467E-06 1.486E-06 1.513E-06
 1.530E-06
 1.345E-06 1.434E-06 1.434E-06 1.390E-06 1.354E-06 1.309E-06 1.289E-06 1.274E-06
 1.271E-06 1.274E-06 1.280E-06 1.293E-06 1.304E-06 1.323E-06 1.338E-06 1.360E-06
 1.376E-06 1.402E-06 1.420E-06 1.448E-06 1.467E-06 1.495E-06 1.513E-06 1.541E-06
 1.560E-06
 1.358E-06 1.445E-06 1.446E-06 1.403E-06 1.366E-06 1.322E-06 1.303E-06 1.288E-06
 1.286E-06 1.290E-06 1.297E-06 1.311E-06 1.322E-06 1.342E-06 1.356E-06 1.380E-06
 1.396E-06 1.423E-06 1.441E-06 1.470E-06 1.489E-06 1.518E-06 1.537E-06 1.565E-06
 1.583E-06
 1.368E-06 1.455E-06 1.456E-06 1.413E-06 1.377E-06 1.334E-06 1.315E-06 1.301E-06
 1.299E-06 1.304E-06 1.311E-06 1.325E-06 1.337E-06 1.357E-06 1.372E-06 1.396E-06
 1.413E-06 1.440E-06 1.459E-06 1.488E-06 1.507E-06 1.537E-06 1.556E-06 1.584E-06
 1.604E-06
 1.425E-06 1.503E-06 1.505E-06 1.465E-06 1.431E-06 1.392E-06 1.376E-06 1.364E-06
 1.364E-06 1.372E-06 1.381E-06 1.399E-06 1.412E-06 1.435E-06 1.451E-06 1.477E-06
 1.496E-06 1.525E-06 1.546E-06 1.577E-06 1.598E-06 1.629E-06 1.650E-06 1.681E-06
 1.701E-06
 1.448E-06 1.520E-06 1.523E-06 1.484E-06 1.452E-06 1.414E-06 1.398E-06 1.388E-06
 1.389E-06 1.398E-06 1.407E-06 1.425E-06 1.439E-06 1.463E-06 1.480E-06 1.507E-06
 1.527E-06 1.557E-06 1.578E-06 1.609E-06 1.631E-06 1.663E-06 1.684E-06 1.715E-06
 1.737E-06
 1.468E-06 1.536E-06 1.539E-06 1.501E-06 1.469E-06 1.432E-06 1.416E-06 1.408E-06
 1.409E-06 1.419E-06 1.430E-06 1.448E-06 1.463E-06 1.487E-06 1.504E-06 1.532E-06
 1.552E-06 1.583E-06 1.604E-06 1.636E-06 1.658E-06 1.691E-06 1.712E-06 1.744E-06
 1.765E-06
 1.474E-06 1.540E-06 1.543E-06 1.505E-06 1.474E-06 1.436E-06 1.421E-06 1.413E-06
 1.414E-06 1.424E-06 1.434E-06 1.454E-06 1.468E-06 1.493E-06 1.511E-06 1.539E-06
 1.559E-06 1.589E-06 1.610E-06 1.643E-06 1.666E-06 1.698E-06 1.720E-06 1.752E-06
 1.773E-06
 1.477E-06 1.543E-06 1.546E-06 1.508E-06 1.477E-06 1.440E-06 1.425E-06 1.416E-06
 1.418E-06 1.428E-06 1.439E-06 1.458E-06 1.473E-06 1.497E-06 1.515E-06 1.543E-06
 1.563E-06 1.594E-06 1.616E-06 1.648E-06 1.670E-06 1.702E-06 1.724E-06 1.757E-06
 1.778E-06
 1.481E-06 1.545E-06 1.547E-06 1.510E-06 1.479E-06 1.442E-06 1.428E-06 1.419E-06
 1.421E-06 1.431E-06 1.442E-06 1.461E-06 1.476E-06 1.501E-06 1.518E-06 1.546E-06
 1.567E-06 1.598E-06 1.619E-06 1.652E-06 1.674E-06 1.707E-06 1.729E-06 1.761E-06
 1.782E-06
 1.483E-06 1.547E-06 1.550E-06 1.512E-06 1.481E-06 1.444E-06 1.429E-06 1.422E-06
 1.423E-06 1.434E-06 1.444E-06 1.464E-06 1.479E-06 1.503E-06 1.521E-06 1.549E-06
 1.569E-06 1.600E-06 1.622E-06 1.655E-06 1.677E-06 1.709E-06 1.731E-06 1.764E-06
 1.785E-06
 1.485E-06 1.548E-06 1.550E-06 1.514E-06 1.482E-06 1.446E-06 1.431E-06 1.423E-06
 1.425E-06 1.435E-06 1.446E-06 1.466E-06 1.481E-06 1.505E-06 1.523E-06 1.551E-06
 1.571E-06 1.603E-06 1.624E-06 1.657E-06 1.679E-06 1.712E-06 1.734E-06 1.767E-06
 1.788E-06
 1.493E-06 1.554E-06 1.557E-06 1.521E-06 1.490E-06 1.453E-06 1.439E-06 1.431E-06
 1.433E-06 1.444E-06 1.455E-06 1.474E-06 1.490E-06 1.514E-06 1.533E-06 1.561E-06
 1.581E-06 1.613E-06 1.635E-06 1.667E-06 1.690E-06 1.722E-06 1.744E-06 1.777E-06
 1.798E-06
 1.496E-06 1.556E-06 1.559E-06 1.522E-06 1.492E-06 1.455E-06 1.442E-06 1.433E-06
 1.436E-06 1.447E-06 1.458E-06 1.477E-06 1.492E-06 1.518E-06 1.535E-06 1.565E-06
 1.584E-06 1.616E-06 1.638E-06 1.671E-06 1.693E-06 1.726E-06 1.748E-06 1.781E-06
 1.802E-06
 1.499E-06 1.558E-06 1.561E-06 1.524E-06 1.493E-06 1.457E-06 1.443E-06 1.435E-06
 1.438E-06 1.449E-06 1.460E-06 1.480E-06 1.495E-06 1.520E-06 1.538E-06 1.567E-06
 1.587E-06 1.619E-06 1.641E-06 1.674E-06 1.696E-06 1.729E-06 1.751E-06 1.784E-06
 1.805E-06
 1.500E-06 1.559E-06 1.561E-06 1.524E-06 1.494E-06 1.458E-06 1.444E-06 1.437E-06
 1.438E-06 1.450E-06 1.460E-06 1.480E-06 1.496E-06 1.521E-06 1.539E-06 1.568E-06
 1.588E-06 1.619E-06 1.642E-06 1.674E-06 1.697E-06 1.730E-06 1.752E-06 1.784E-06
 1.806E-06
